Country Code,Country,SDG Region,Sub-region,UNDP Region,Task Force Name,Description of Task Force,Type,Sector,Sector 2,#Men,#Women,Total,%Women,Leader Gender,Woman Leader,Composition Data,Composition Classification,Sources
FIN,Finland,Europe,Northern Europe,OECD,Cooperation Group on Health Security at Border Crossings (Rajanylityspaikkojen terveysturvallisuuden yhteistyöryhmä),"On 14 July, 2020, the Ministry of Social Affairs and Health formed the Cooperation Group on Health Security at Border Crossings, under the Finnish government's mandate to ensure health security along Finland's borders. The Coorperation Group planned and co-ordinated official and other activities related to the fight against the COVID-19 at border crossing points. Responsibility for enforcement remained with the competent authorities, but the team ensured that no situation at border crossing points is overlooked from the point of view of communicable disease control and preparedness. The Cooperation Group has been re-established for the period from January 1, 2021 to August 31, 2021.",Decision-Making,Public Health,Public Health,13,15,28,53.57,Man,No,Yes,Majority Women,"https://www.coronanet-project.org/;
https://stm.fi/hanke?tunnus=STM100:00/2020;
https://api.hankeikkuna.fi/asiakirjat/61af98c1-ee37-4d37-9ae8-080cdb27d947/abc2e0bf-d163-4f2f-9d92-c0865c3be070/ASETTAMISPAATOS_20201231080116.pdf"
FIN,Finland,Europe,Northern Europe,OECD,Group to Strengthen Wellbeing and Equality in the Aftermath of the Coronavirus Crisis (Ryhmä etsimään keinoja hyvinvoinnin ja tasa-arvon vahvistamiseksi koronakriisin jälkihoidossa),"Finland's Ministry of Social Affairs and Health and the Ministry of Economic Affairs and Employment formed an expert group called Group to Strengthen Wellbeing and Equality in the Aftermath of the Coronavirus Crisis. The Group was responsible for looking for tools to strengthen the wellbeing and equality of Fins in the aftermath of the COVID-19 crisis. The aim was to provide a report to highlight the critical cornerstones, such as those most affected by the epidemic, to help prevent society from collapse. The Group ended on May 31, 2020.",Expert,Multi-Sectoral,Multi-Sectoral,4,5,9,55.56,Man,No,Yes,Majority Women,"https://www.coronanet-project.org/;
https://tem.fi/-/1271139/korkean-profiilin-ryhma-etsii-keinoja-hyvinvoinnin-ja-tasa-arvon-vahvistamiseksi-koronakriisin-jalkihoidossa?languageId=fi_FI; https://www.hs.fi/politiikka/art-2000006528949.html"
IRL,Ireland,Europe,Northern Europe,OECD,National Public Health Emergency Team for COVID-19 ,"The National Public Health Emergency Team for COVID-19, established in January 2020 with representatives across health and social services inluding the Department of Health, provides guidance, expertise, support and direction for the COVID-19 strategy in Ireland. The Team of 31 members (membership ongoing) is responsible for coordinating the health sector response during public health emergies and leads the dissemination of information amongst agencies within the Department of Health. This mechanism provides a forum for the Team to liase with other organisations and stakeholders to work towards a strategic emergency response.",Decision-Making,Public Health,Public Health,15,19,34,55.88,Man,No,Yes,Majority Women,"https://www.gov.ie/en/collection/691330-national-public-health-emergency-team-covid-19-coronavirus/?referrer=http://www.health.gov.ie/national-patient-safety-office/patient-safety-surveillance/antimicrobial-resistance-amr-2/public-health-emergency-plan-to-tackle-cpe/nphet-press-releases-minutes-of-meetings/#january-2021;
https://www.gov.ie/en/publication/de1c30-national-public-health-emergency-team-nphet-for-covid-19-governance-/"
CHL,Chile,Americas,Latin America and the Caribbean,LAC,COVID-19 Scientific Advisory Council (Consejo Cientifico Asesor por Covid-19),"The COVID-19 Scientific Advisory Council provides policy advice on the measures to be implemented as part of the COVID-19 response. It operates on a weekly basis and, given the circumstances, also works on an extraordinary basis. Initially, the Advisory Board was composed of eight experts among which Ministry of Health officials, infectious disease specialists, public health specialists and other medical specialists. ",Decision-Making,Public Health,Public Health,3,4,7,57.14,,Missing,Yes,Majority Women,"https://gh.bmj.com/content/bmjgh/5/5/e002655.full.pdf;
https://www.minsal.cl/presidente-pinera-se-reune-con-consejo-asesor-del-minsal-por-COVID-19/; 
https://www.gob.cl/coronavirus/gestionpandemia/"
NLD,Netherlands,Europe,Western Europe,OECD,Outbreak Management Team,"The Outbreak Management Team (OMT) is made up of specialists and experts with different backgrounds to assist in COVID-19 response. The Team considers how to control the outbreak based on the latest information, their own professional expertise and available scientific literature. They also discuss the risks and uncertainties of measures. The OMT provides an advisory report to the Ministry of Health, Welfare and Sport (VWS) via the Administrative Consultative Committee (BAO). The BAO assesses the substantive advice in terms of administrative feasibility and implementation, and ultimately determines the control policy. The Team also advises Aruba, Curaçao, Sint-Maarten and the BES islands (Bonaire, Sint-Eustasius, and Saba), inviting relevant temporary experts.",Expert,Public Health,Public Health,3,4,7,57.14,Man,No,Yes,Majority Women,"https://nos.nl/collectie/13824/artikel/2331065-dit-zijn-de-experts-die-het-coronabeleid-bepalen;
https://www.rivm.nl/coronavirus-covid-19/omt#OMT-leden"
ISR,Israel,Asia,Western Asia,OECD,Barometer Team,"In the framework of the national programme against COVID-19, called Magen Israel (""Shield for Israel""), the Barometer Team was created to provide the government authorities a reliable and precise status report about hospitals and primary healthcare capacity. The Team was composed of a representative from the Ministry of Health as well as senior officials of various medical centres. The Team was tasked to regularly update hospitals' occupancy status, provide real-time updates to Magen Israel Headquarters and ""raise a red flag"" two weeks prior to a possible failure. ",Expert,Public Health,Public Health,3,4,7,57.14,,Missing,Yes,Majority Women,"https://corona.health.gov.il/en/magen-israel/; 
https://govextra.gov.il/ministry-of-health/magen-israel/barometer-report/"
ZAF,South Africa,Africa,Sub-Saharan Africa,Africa,Ministerial Advisory Committee on COVID-19,"The Ministerial Advisory Committee on COVID-19 was reformed in March 2021, as the third iteration of the task force. New members were added to include more social scientists to cope with the social aspect of the crisis and keep transmission rates low. The Committee works by establishing internal working groups on issues as the members think are necessary, inviting outside experts as needed. The leadership of the task force has changed several times since it was created. ",Expert,Public Health,Public Health,9,12,21,57.14,Woman,Yes,Yes,Majority Women,https://www.timeslive.co.za/politics/2021-03-31-ministerial-advisory-committee-shake-ups-strengthen-covid-19-fight-says-mkhize/
AUS,Australia,Oceania,Australia and New Zealand,Asia Pacific,Aged Care Advisory Group,"In August 2020, the Aged Care Advisory Group was formed to provide advice to the Australian Health Protection Principal Committee on COVID-19-related aged care policy. It combines knowledge of the elderly care sector, infection control, disaster planning, and public health response. In the implementation process of COVID-19 response measures, the Group also aids in protecting the rights, quality of life, and dignity of persons in aged care settings. Led by the Deputy Chief Medical Officer of the Department of Health of Australia, the Group brings together the representatives from the Department of Health as well as various public health experts. ",Decision-Making,Public Health,Public Health,7,10,17,58.82,Man,No,Yes,Majority Women,"https://www.coronanet-project.org/; 
https://www.health.gov.au/resources/publications/terms-of-reference-aged-care-advisory-group; 
https://www.health.gov.au/committees-and-groups/aged-care-advisory-group"
CAN,Canada,Americas,Northern America,OECD,COVID-19 Immunity Task Force Leadership Group,"The COVID-19 Immunity Task Force Leadership Group membership comprises key agencies of the Government of Canada such as Health Canada/The Public Health Agency of Canada and The Canadian Institutes of Health Research, representation from several Provincial Ministries of Health and experts from across Canada in matters related to immunology, virology, infectious diseases, public health, and clinical medicine. The Groups is mandated to establish and oversee the scientific strategy of the COVID-19 Immunity Task Force, to communicate the results of important studies to decision-makers and to oversee the Task Force secretariat. ",Decision-Making,Public Health,Public Health,13,19,32,59.38,Man and Woman (co-chairs),Co-Chair,Yes,Majority Women,https://www.COVID19immunitytaskforce.ca/leadership-group/;
EST,Estonia,Europe,Northern Europe,OECD,Government Committee ,"The Government Committee is responsible of resolving issues arising from events related to COVID-19, and issues of public health and the economy. Several high-level representatives on the Committee comes from across government ministries. ",Decision-Making,Public Health,Public Health,4,6,10,60.00,Woman,Yes,Yes,Majority Women,https://www.kriis.ee/en/news/prime-minister-will-be-leading-government-committee-tasked-resolving-situation-caused;
GBR,United Kingdom of Great Britain and Northern Ireland,Europe,Northern Europe,OECD,Scientific Advisory Group for Emergencies (SAGE) - Hospital Onset COVID-19 Working Group,"The Hospital Onset COVID-19 Working Group was a subgroup of the Scientific Advisory Group for Emergencies. It focused on hospital-onset COVID-19 infection (HOCI) and its purpose is to provide thought leadership, direction to analysis and precipitate policy change and interventions that lead to a rapid and sustained reduction in the rate of HOCI. This subgroup no longer exists independently, and instead has been brought into the NHSE. ",Decision-Making,Public Health,Public Health,11,17,28,60.71,Man,No,Yes,Majority Women,https://www.gov.uk/government/publications/scientific-advisory-group-for-emergencies-sage-coronavirus-covid-19-response-membership/list-of-participants-of-sage-and-related-sub-groups
